Medicion,Aceleracion_X,Aceleracion_Y,Aceleracion_Z
215,0.34,-0.22,10.12
216,1.36,1.45,9.58
217,3.57,0.43,9.10
218,1.76,0.08,9.62
219,1.60,0.72,11.55
220,3.29,1.64,11.42
221,2.99,0.17,10.01
222,1.13,-1.87,10.42
223,0.34,1.08,8.87
224,1.42,1.65,7.20
225,2.91,0.27,8.06
226,2.93,0.23,12.57
227,1.24,-0.09,10.04
228,0.62,0.65,9.11
229,2.21,2.21,10.86
230,2.12,1.30,8.36
231,2.65,1.63,7.82
232,2.83,0.35,11.62
233,3.00,0.99,9.68
234,1.94,0.40,8.64
235,2.28,0.65,12.51
236,1.72,0.36,12.51
237,1.02,1.28,7.18
238,1.16,0.68,8.74
239,2.32,1.14,9.74
240,1.47,0.74,11.42
241,1.69,1.41,9.36
242,2.40,1.54,11.04
243,2.35,0.47,11.15
244,2.61,1.01,8.93
245,1.67,0.66,9.91
246,1.89,0.46,11.41
247,0.85,-1.09,8.90
248,2.40,1.10,9.41
249,1.49,1.62,11.28
250,1.35,1.68,11.42
251,3.42,-1.27,8.85
252,1.73,1.70,8.04
253,1.13,-0.10,11.82
254,1.60,0.37,9.50
255,0.89,1.12,8.59
256,1.54,0.41,8.54
257,2.29,-0.10,8.63
258,2.09,0.35,7.16
259,1.36,1.20,11.34
260,1.21,0.19,10.91
261,1.80,-1.07,9.49
262,1.76,-0.11,7.64
263,1.36,0.27,10.09
264,1.57,0.85,11.59
265,2.44,0.12,10.18
266,1.40,1.16,8.88
267,1.94,0.46,8.82
268,0.71,-0.15,9.01
269,2.40,0.01,10.74
270,2.35,-0.18,8.86
271,1.67,0.58,9.12
272,1.25,1.46,9.54
273,2.06,1.68,8.47
274,2.05,1.13,8.45
275,2.18,0.18,7.47
276,-0.38,1.14,9.49
277,0.92,0.22,12.56
278,1.71,-0.09,5.81
279,1.12,0.41,9.34
280,3.60,0.64,7.32
281,0.90,0.90,12.73
282,1.56,-0.17,7.30
283,1.06,0.64,9.56
284,1.51,0.75,10.32
285,2.43,1.60,10.75
286,1.68,0.99,9.12
287,0.62,-0.10,8.20
288,1.98,1.20,9.25
289,1.91,1.74,12.33
290,1.05,1.73,10.32
291,2.14,0.51,9.39
292,2.17,0.51,8.97
293,1.01,-0.35,9.12
294,2.94,-0.56,9.04
295,2.62,0.76,10.13
296,1.91,0.26,9.47
297,2.61,-0.91,9.18
298,2.78,-1.25,9.20
299,2.64,-0.88,7.76
300,3.21,1.63,8.77
301,2.97,0.13,9.67
302,2.15,-1.30,8.25
303,5.78,-0.05,6.83
304,3.45,-0.37,8.80
305,3.48,-0.28,12.64
306,3.45,1.61,7.40
307,3.21,0.76,9.64
308,4.19,0.19,5.27
309,3.14,-0.37,13.90
310,3.63,2.12,11.31
311,3.40,-0.27,9.57
312,2.16,-1.17,10.22
313,2.02,1.39,10.21
314,3.16,1.16,8.07
315,1.74,1.11,5.83
316,3.41,0.85,11.35
317,2.77,0.49,8.53
318,2.74,1.38,6.39
319,3.40,-0.24,7.24
320,2.33,0.78,10.57
321,2.92,-0.18,8.15
322,3.23,0.55,10.69
323,0.92,0.54,6.64
324,4.85,1.74,7.14
325,3.86,-0.81,10.78
326,3.52,-0.87,10.12
327,3.33,2.49,11.63
328,2.71,1.81,9.50
329,2.36,-0.32,9.19
330,2.64,2.43,9.22
331,3.23,-0.08,8.89
332,2.99,2.07,9.84
333,3.77,-0.85,8.76
334,3.14,0.61,8.91
335,2.11,1.15,11.48
336,2.74,0.86,9.30
337,3.29,0.70,11.87
338,2.43,0.53,12.27
339,3.22,1.02,10.00
340,3.07,1.64,8.71
341,2.34,0.42,10.89
342,1.98,0.41,8.88
343,1.89,-0.27,7.65
344,2.55,1.13,9.97
345,2.72,0.36,7.23
346,1.27,0.46,11.06
347,0.73,1.28,10.16
348,4.75,1.51,10.30
349,5.43,1.84,7.72
350,1.05,0.90,11.37
351,2.94,1.52,10.91
352,4.60,0.25,8.45
353,2.36,-0.71,9.47
354,2.77,1.18,12.07
355,5.16,0.46,9.95
356,3.38,0.05,9.52
357,1.75,1.42,10.67
358,6.33,0.29,7.58
359,2.16,-0.03,8.04
360,3.06,0.87,10.38
361,4.96,-0.14,8.32
362,1.97,0.28,9.37
363,3.12,-0.11,8.64
364,4.69,0.37,6.59
365,0.06,1.03,10.18
366,4.71,1.68,7.99
367,1.27,-0.65,8.51
368,3.48,0.23,9.74
369,2.05,0.60,7.11
370,1.90,0.97,9.81
371,5.21,0.59,7.74
372,1.23,-0.80,12.08
373,4.47,0.28,4.47
374,1.09,0.21,13.66
375,3.43,0.47,8.45
376,0.88,0.87,9.58
377,3.71,1.84,7.01
378,2.03,0.75,12.75
379,3.90,-0.57,9.60
380,1.41,-1.50,8.31
381,4.40,1.25,7.35
382,0.79,0.74,8.85
383,4.54,0.68,12.29
384,1.98,0.97,8.21
385,3.83,1.25,11.01
386,1.96,0.39,11.49
387,5.32,0.68,13.61
388,1.84,0.99,12.21
389,4.21,0.11,11.73
390,1.71,2.15,12.35
391,4.11,0.02,15.99
392,3.08,0.65,9.36
393,2.42,0.74,12.71
394,1.68,-0.04,12.42
395,4.67,0.92,8.08
396,1.33,1.77,15.33
397,8.31,1.30,9.59
398,2.85,-0.35,10.83
399,3.47,2.13,7.27
400,1.29,0.97,11.03
401,4.96,0.63,7.34
402,1.88,1.11,9.18
403,4.23,0.98,10.10
404,3.80,0.93,8.61
405,1.02,-0.94,10.35
406,3.39,0.02,6.82
407,1.78,0.78,12.60
408,4.09,0.75,7.54
409,2.45,0.56,12.69
410,2.81,1.03,6.52
411,1.69,1.01,10.98
412,4.24,0.53,7.47
413,1.57,-0.38,12.70
414,3.90,-1.15,7.23
415,1.31,0.39,9.98
416,1.55,0.62,7.85
417,3.75,-0.26,7.75
418,2.81,1.50,7.18
419,3.22,2.22,7.93
420,2.30,0.96,11.38
421,3.25,0.31,8.75
422,3.36,-1.35,7.28
423,3.03,0.76,7.97
424,2.18,0.79,11.46
425,3.80,2.48,11.99
426,3.86,1.08,10.76
427,2.51,-0.21,8.89
428,2.36,0.11,8.43
429,1.05,-0.28,8.97
430,0.61,-1.02,9.68
431,2.06,0.73,10.87
432,2.45,0.15,9.67
433,2.72,2.71,8.20
434,2.84,1.40,10.59
435,1.48,-0.72,10.66
436,2.01,-0.05,6.01
437,1.90,2.02,9.40
438,1.84,-0.66,8.75
439,2.55,0.32,6.66
440,0.15,0.62,7.65
441,0.32,-2.63,10.65
442,3.34,0.89,7.18
443,1.35,0.32,6.87
444,-0.15,1.83,10.14
445,3.77,2.32,11.83
446,2.09,-0.86,9.13
447,1.48,0.61,9.06
448,1.61,0.22,9.47
449,1.59,0.18,13.75
450,1.43,1.14,10.11
451,1.41,1.90,9.56
452,2.08,1.36,8.59
453,1.17,-0.33,7.74
454,1.45,0.09,7.90
455,1.43,1.24,9.51
456,1.28,3.92,9.17
457,1.76,1.06,9.67
458,1.60,1.10,10.49
459,1.64,0.05,13.07
460,0.59,1.85,11.54
461,3.25,0.90,12.70
462,2.31,1.14,11.59
463,1.92,0.51,7.73
464,0.71,-0.62,10.85
465,2.11,-0.43,8.04
466,2.44,1.09,10.27
467,1.92,2.02,9.00
468,1.79,1.66,9.28
469,2.43,1.57,9.06
470,2.94,0.68,11.80
471,2.16,1.03,7.82
472,0.64,1.35,9.74
473,1.40,1.35,8.56
474,1.75,0.44,9.54
475,2.29,0.92,9.41
476,1.74,0.67,11.12
477,1.58,0.08,9.95
478,1.94,0.94,10.03
479,2.22,-0.47,8.47
480,0.48,0.29,8.96
481,1.93,0.39,10.96
482,1.54,1.12,10.70
483,1.19,1.74,9.84
484,1.74,-1.09,7.46
485,2.16,0.68,9.53
486,1.91,1.30,8.71
487,0.99,0.50,10.44
488,3.23,1.30,10.63
489,1.43,1.44,9.99
490,1.41,-0.67,9.59
491,2.11,1.49,7.81
492,1.78,0.17,8.81
493,2.10,1.63,11.04
494,1.56,0.88,9.08
495,1.53,0.64,11.52
496,1.34,-0.86,8.94
497,1.94,0.18,9.91
498,2.16,-0.16,10.59
499,1.59,0.85,7.61
500,1.58,1.64,7.79
501,1.90,1.14,13.81
502,1.39,0.86,5.96
503,2.21,-0.05,9.51
504,2.23,0.17,14.23
505,1.08,0.47,7.33
506,1.97,1.04,8.72
507,2.29,-0.23,12.61
508,1.58,1.20,9.98
509,1.76,0.68,8.91
510,2.15,-0.12,9.59
511,2.10,0.38,9.85
512,1.61,0.44,9.27
513,1.31,-1.55,8.85
514,1.60,0.14,11.81
515,0.78,1.25,7.17
516,1.72,0.23,7.88
517,1.87,1.33,8.30
518,2.09,1.54,11.80
519,1.65,0.85,9.07
520,0.97,0.85,6.71
521,1.46,0.40,8.56
522,1.93,1.15,11.48
523,2.10,2.46,9.60
524,1.61,0.29,8.65
525,1.53,-0.80,6.50
526,0.94,-0.72,8.95
527,1.62,0.07,11.22
528,2.21,0.94,9.14
529,2.25,0.41,11.19
530,1.49,0.02,6.40
531,1.62,1.33,7.02
532,1.40,1.26,8.98
533,2.30,0.39,8.03
534,2.15,1.00,10.76
535,1.80,1.24,11.40
536,1.26,0.88,10.62
537,1.75,0.22,10.33
538,1.48,0.59,9.77
539,1.19,0.68,10.35
540,1.10,0.51,10.77
541,1.97,0.34,10.35
542,0.62,-0.22,9.78
543,1.55,0.03,11.57
544,1.34,0.51,10.48
545,1.36,1.30,9.71
546,2.06,0.35,8.92
547,0.99,1.09,9.37
548,1.78,-0.05,8.67
549,2.05,0.76,8.22
550,2.23,0.84,10.70
551,2.01,0.59,9.06
552,2.38,0.25,10.38
553,2.12,0.70,7.87
554,2.62,0.21,9.61
555,1.83,0.04,8.87
556,2.91,0.45,10.51
557,1.86,0.20,9.88
558,2.75,0.31,8.41
559,0.33,1.07,8.78
560,2.32,0.54,9.28
561,2.35,0.10,11.09
562,3.64,0.86,8.37
563,7.19,1.13,9.46
564,4.19,1.83,9.63
565,5.22,1.26,8.42
566,6.70,1.67,8.26
567,5.42,3.35,8.09
568,6.22,2.37,7.22
569,7.06,2.08,7.11
570,6.17,2.33,7.69
571,5.72,1.57,8.33
572,5.30,1.42,9.27
573,5.15,0.75,8.68
574,4.98,0.49,8.33
575,5.25,0.00,8.08
576,5.26,-0.39,8.61
577,4.92,-0.98,8.32
578,5.15,-0.52,8.15
579,5.23,-0.54,8.41
580,5.12,-0.49,8.08
581,5.04,-0.40,8.84
582,5.17,-0.34,9.12
583,5.42,-0.62,8.65
584,6.39,0.01,9.18
585,5.83,1.13,9.17
586,4.03,1.40,8.29
587,3.47,0.72,8.56
588,2.32,0.32,7.26
589,1.99,0.78,9.36
590,2.76,0.10,10.21
591,2.77,-0.24,3.85
592,4.57,-0.45,7.68
593,3.06,-1.26,7.52
594,1.64,1.36,7.69
595,1.88,0.81,11.76
596,4.43,1.51,1.86
597,1.58,-1.61,8.43
598,2.12,0.34,9.32
599,1.29,-0.22,9.08
600,1.47,0.40,8.83
601,2.98,0.64,8.43
602,2.05,-0.15,8.09
603,1.56,0.95,9.34
604,3.11,1.10,9.86
605,3.46,0.17,9.16
606,3.02,0.65,10.23
607,2.57,0.99,9.50
608,1.65,0.65,9.52
609,1.91,0.97,9.60
610,2.58,0.88,9.67
611,2.13,0.83,9.36
612,1.86,0.80,10.39
613,2.06,0.62,9.11
614,1.86,0.79,9.10
615,2.59,0.60,10.15
616,3.20,0.51,10.29
617,3.38,0.93,10.67
618,2.01,1.35,9.86
619,2.61,0.35,9.00
620,2.48,0.86,8.97
621,2.68,-0.23,8.13
622,2.65,1.15,9.68
623,2.92,2.21,10.21
624,2.96,1.25,11.17
625,2.37,0.94,9.06
626,2.37,1.23,9.22
627,3.22,1.21,10.15
628,2.66,0.06,8.87
629,3.25,1.91,8.73
630,2.51,-0.04,8.62
631,2.58,0.54,8.89
632,3.31,0.39,9.08
633,3.76,-1.27,10.59
634,3.80,0.31,8.30
635,3.10,0.75,9.25
636,2.44,0.54,8.66
637,3.80,0.61,10.02
638,3.16,0.44,8.74
639,2.45,1.07,9.22
640,3.06,0.59,9.17
641,3.11,0.37,10.23
642,2.49,-0.32,8.28
643,2.59,0.98,11.55
644,2.78,0.51,9.60
645,3.30,-0.21,9.29
646,2.88,0.85,8.13
647,2.83,1.31,11.37
648,3.88,-0.79,9.57
649,2.60,0.01,8.22
650,3.02,2.07,9.78
651,2.92,-0.11,6.96
652,1.89,1.23,11.14
653,2.74,-0.10,9.17
654,2.27,0.25,8.50
655,3.21,2.77,10.73
656,2.34,0.34,8.53
657,3.01,1.94,7.51
658,1.59,0.46,8.71
659,2.67,1.85,11.68
660,2.50,0.92,7.86
661,3.47,0.47,10.59
662,3.00,1.30,9.81
663,3.72,-0.16,10.51
664,3.59,0.82,8.54
665,2.30,1.46,8.79
666,2.74,0.42,10.71
667,3.45,0.82,10.23
668,3.16,0.62,9.42
669,2.27,-0.73,9.31
670,2.12,1.24,10.36
671,3.62,0.35,10.35
672,3.28,1.61,7.72
673,2.45,0.63,8.99
674,2.39,-0.39,10.48
675,1.92,0.23,9.32
676,2.77,-0.04,9.07
677,2.89,1.32,10.21
678,3.71,0.45,10.20
679,3.10,0.31,9.73
680,3.43,0.13,9.15
681,3.32,1.05,9.87
682,3.50,0.63,10.89
683,3.54,1.21,8.71
684,2.98,2.03,9.38
685,3.11,0.66,11.17
686,2.79,0.39,7.51
687,3.13,1.23,8.85
688,3.38,0.97,8.88
689,2.10,1.71,9.02
690,1.54,0.97,9.28
691,2.78,0.08,7.15
692,2.35,0.41,9.92
693,3.22,0.26,10.83
694,3.17,1.27,8.68
695,2.45,1.40,8.85
696,2.64,0.64,10.36
697,2.78,0.27,8.33
698,3.05,1.03,7.72
699,3.12,0.15,9.04
700,2.75,1.41,11.26
701,3.74,1.93,8.89
702,2.11,1.91,9.05
703,3.41,1.78,10.27
704,2.45,1.20,10.14
705,1.02,-0.36,9.19
706,4.16,-0.52,6.69
707,1.70,0.75,9.99
708,0.80,1.15,10.21
709,2.77,1.37,8.61
710,0.42,-0.18,8.66
711,1.99,1.03,9.64
712,1.48,-0.49,9.04
713,1.44,-0.12,8.83
714,2.54,1.05,10.45
715,1.62,-0.45,9.05
716,1.64,-0.69,10.15
717,2.24,0.63,10.15
718,1.58,0.51,10.53
719,0.71,-0.30,9.27
720,2.49,0.25,8.81
721,1.66,1.26,9.37
722,3.52,0.16,9.67
723,1.58,-1.00,9.75
724,2.18,0.83,10.10
725,0.20,0.07,8.25
726,-0.01,-0.44,8.80
727,1.20,-0.24,10.55
728,1.45,0.47,10.34
729,-0.06,-0.03,10.69
730,2.24,-1.65,10.74
731,0.94,0.85,12.40
732,1.35,0.87,9.89
733,0.06,0.84,10.06
734,0.99,-0.26,8.55
735,0.03,0.28,10.28
736,0.30,0.30,9.51
737,0.23,0.33,8.26
738,0.88,0.97,10.69
739,1.55,-0.13,10.70
740,0.16,0.72,9.11
741,0.15,0.40,9.76
742,0.25,0.52,10.01
743,0.77,0.55,9.00
744,0.22,-1.10,10.87
745,1.70,0.74,7.53
746,0.08,0.04,11.39
747,-0.32,-0.19,11.88
748,-0.04,0.39,13.27
749,0.78,0.88,9.19
750,-0.39,1.62,12.31
751,-0.49,-0.12,9.27
752,-1.14,0.94,10.72
753,0.21,1.61,12.34
754,-1.29,1.28,12.56
755,-0.72,0.01,7.84
756,-0.12,0.17,7.69
757,-0.78,0.54,10.45
758,-0.71,0.68,9.24
759,-1.09,-0.05,11.03
760,-1.52,1.11,9.72
761,-0.51,-0.60,9.99
762,-0.25,-0.07,9.96
763,-0.79,-0.63,12.63
764,-0.08,-0.25,8.54
765,-1.20,0.21,10.37
766,-1.53,-0.17,9.32
767,-1.16,-0.51,10.69
768,-1.25,0.30,9.91
769,-1.46,0.15,9.74
770,-1.34,-0.53,10.36
771,-1.53,0.46,8.23
772,-0.78,-0.09,11.98
773,-0.75,-0.21,9.76
774,-0.45,1.03,10.18
775,-0.82,1.24,9.83
776,-1.29,3.79,9.72
777,-1.07,3.18,9.11
778,-0.61,4.13,9.67
779,-0.84,4.65,11.55
780,0.51,5.00,9.71
781,0.26,4.04,9.76
782,1.77,4.64,7.28
783,-0.59,4.59,6.99
784,0.74,4.79,9.06
785,0.60,4.53,9.67
786,0.40,5.04,10.25
787,0.85,5.42,8.92
788,0.44,3.93,10.49
789,0.61,4.69,9.67
790,0.98,5.40,10.86
791,0.43,5.18,10.13
792,0.99,5.84,8.69
793,1.04,4.21,9.55
794,0.59,4.75,7.72
795,-7.63,6.51,9.68
796,1.82,1.13,-2.44
797,1.13,-0.98,12.76
798,0.71,5.13,13.55
799,2.85,-1.07,17.49
800,2.13,3.87,9.79
801,1.11,3.86,8.31
802,2.05,3.38,7.10
803,2.36,3.42,7.15
804,0.61,3.14,12.12
805,2.06,1.43,9.44
806,2.66,1.31,11.01
807,1.40,1.26,8.50
808,1.85,1.85,10.34
809,2.29,2.42,9.46
810,1.44,3.75,10.29
811,0.86,2.43,10.03
812,0.83,2.06,12.62
813,0.72,1.70,8.16
814,0.77,0.03,9.23
815,2.26,1.06,9.10
816,2.16,2.48,9.74
817,2.80,0.76,9.61
818,1.14,1.34,8.44
819,1.80,1.43,7.92
820,1.54,0.75,8.71
821,2.09,1.32,8.78
822,2.69,1.30,8.17
823,1.70,0.61,10.10
824,2.45,-0.29,9.96
825,2.87,0.04,12.07
826,1.82,0.45,9.02
827,2.56,1.48,8.91
828,2.00,-0.31,11.65
829,1.98,0.93,9.80
830,1.16,-0.05,10.48
831,1.79,0.77,9.11
832,2.08,0.70,10.35
833,1.90,0.28,9.43
834,2.47,0.61,10.81
835,1.82,-1.13,8.01
836,2.01,-0.52,7.37
837,2.11,1.29,10.39
838,0.29,1.09,13.48
839,0.94,0.11,11.47
840,-0.88,-0.98,9.29
841,1.56,0.40,9.21
842,-0.14,0.71,8.92
843,0.31,0.79,9.27
844,-2.05,1.94,12.22
845,1.53,-2.63,8.64
846,1.77,-1.14,10.15
847,-2.33,1.59,11.13
848,-0.74,-1.41,8.93
849,-1.20,0.73,6.48
850,0.00,-0.12,8.80
851,0.53,-0.53,9.15
852,2.38,-0.94,8.54
853,0.76,0.92,11.11
854,1.45,0.58,8.64
855,1.98,0.90,10.18
856,1.31,0.96,10.92
857,2.38,0.41,8.82
858,2.98,0.89,9.59
859,0.44,-1.27,12.50
860,1.67,2.97,11.03
861,2.99,-0.29,9.60
862,1.14,1.19,10.78
863,1.00,0.38,9.59
864,2.97,1.19,9.45
865,1.43,0.44,14.03
866,3.17,1.31,8.68
867,1.90,0.44,9.55
868,2.19,0.11,8.96
869,2.42,0.91,8.79
870,4.86,-0.24,7.19
871,1.30,1.53,11.43
872,2.58,-2.40,14.83
873,0.47,0.88,11.29
874,3.06,0.43,10.00
875,3.06,-0.21,8.83
876,4.32,-0.55,7.80
877,4.68,0.20,9.13
878,3.67,1.11,10.25
879,4.04,0.33,11.00
880,2.58,1.64,8.96
881,3.94,1.40,10.07
882,2.84,1.05,10.47
883,3.25,0.52,8.79
884,4.13,2.41,7.06
885,3.03,0.06,9.13
886,2.76,0.71,7.15
887,2.21,1.33,8.78
888,2.51,1.84,10.25
889,5.15,1.56,8.70
890,4.07,0.66,8.77
891,2.92,0.16,9.19
892,5.17,2.40,8.83
893,4.27,1.09,8.89
894,3.17,2.05,9.16
895,3.61,2.46,6.81
896,3.76,0.36,9.44
897,2.49,-1.74,11.30
898,2.02,0.28,11.14
899,3.21,1.12,9.20
900,2.17,0.55,10.00
901,3.30,0.13,7.68
902,2.60,-1.21,11.12
903,2.87,-0.09,9.39
904,3.31,1.14,10.81
905,3.41,0.22,8.13
906,1.88,1.60,7.74
907,4.48,1.73,8.40
908,4.57,-1.51,7.10
909,3.49,-0.21,12.07
910,2.46,-0.55,9.28
911,1.98,0.48,9.71
912,3.82,0.78,10.45
913,5.33,0.26,8.66
914,4.75,-0.24,9.43
915,3.27,0.11,9.37
916,4.19,0.80,6.52
917,2.46,0.51,10.14
918,4.08,0.59,9.13
919,3.93,0.75,4.89
920,3.87,-0.66,10.97
921,3.70,1.38,7.83
922,3.66,0.46,12.63
923,5.72,1.95,6.68
924,5.83,0.16,6.75
925,4.02,-0.29,10.11
926,4.42,0.89,4.80
927,3.23,0.83,8.38
928,2.91,0.72,10.30
929,1.94,1.26,10.37
930,3.17,-0.93,10.31
931,5.26,0.23,8.26
932,2.81,1.69,12.48
933,3.26,0.11,9.73
934,3.52,-0.27,9.51
935,2.97,0.49,9.16
936,3.90,0.65,10.04
937,3.55,-0.06,9.26
938,4.04,-0.47,7.60
939,4.12,-0.11,6.83
940,4.06,0.91,10.10
941,3.03,0.69,10.16
942,6.47,-2.04,6.22
943,2.59,-0.17,10.01
944,4.87,0.29,4.17
945,3.04,1.76,11.55
946,2.15,1.02,13.04
947,4.13,-0.60,7.74
948,5.30,-1.23,7.30
949,4.95,-1.36,8.71
950,5.38,0.15,8.33
951,1.82,0.67,10.29
952,4.84,0.71,8.44
953,4.32,0.72,10.61
954,2.49,-0.35,9.33
955,3.48,0.88,8.07
956,3.54,-0.15,11.07
957,3.33,-0.89,9.14
958,2.90,0.51,11.26
959,6.89,-2.70,9.36
960,3.92,-0.10,10.36
961,3.07,-2.33,7.25
962,4.75,-0.94,9.73
963,3.21,-1.47,9.32
964,3.17,0.04,9.56
965,4.84,0.25,4.82
966,2.17,-0.72,8.25
967,5.83,-1.59,8.74
968,0.77,0.17,8.24
969,4.30,-0.71,5.93
970,3.66,-1.46,9.43
971,1.58,0.19,9.60
972,4.85,-0.79,10.08
973,3.96,-0.14,8.13
974,2.86,-1.20,6.82
975,3.21,-0.30,10.27
